source_file,bulletin_year,bulletin_month,table_type,preference_category,all_chargeability_areas_except_those_listed,china_mainland_born,el_salvador_guatemala_honduras,india,mexico,philippines,vietnam
data/raw/visa_bulletins/html/2022/visa-bulletin-for-february-2022.html,2022,February,dates_for_filing,Certain Religious Workers,C,C,15MAY19,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-february-2022.html,2022,February,dates_for_filing,5th Non-Regional Center (C5 and T5),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-february-2022.html,2022,February,dates_for_filing,5th Regional Center (I5 and R5),C,15DEC15,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-january-2022.html,2022,January,final_action,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-january-2022.html,2022,January,final_action,2nd,C,22JAN19,C,08JUL12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-january-2022.html,2022,January,final_action,3rd,C,22MAR18,C,15JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-january-2022.html,2022,January,final_action,Other Workers,C,01MAR12,C,15JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-january-2022.html,2022,January,final_action,4th,C,C,15MAR19,C,01APR20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-january-2022.html,2022,January,final_action,Certain Religious Workers,C,C,15MAR19,C,01APR20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-january-2022.html,2022,January,final_action,5th Non-Regional Center (C5 and T5),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-january-2022.html,2022,January,final_action,5th Regional Center (I5 and R5),U,U,U,U,U,U,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-january-2022.html,2022,January,dates_for_filing,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-january-2022.html,2022,January,dates_for_filing,2nd,C,01APR19,C,08JUL13,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-january-2022.html,2022,January,dates_for_filing,3rd,C,01APR18,C,22JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-january-2022.html,2022,January,dates_for_filing,Other Workers,C,01MAY15,C,22JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-january-2022.html,2022,January,dates_for_filing,4th,C,C,15MAY19,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-january-2022.html,2022,January,dates_for_filing,Certain Religious Workers,C,C,15MAY19,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-january-2022.html,2022,January,dates_for_filing,5th Non-Regional Center (C5 and T5),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-january-2022.html,2022,January,dates_for_filing,5th Regional Center (I5 and R5),C,15DEC15,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,final_action,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,final_action,2nd,C,01APR19,C,01DEC14,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,final_action,3rd,C,22MAR18,C,15JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,final_action,Other Workers,08MAY19,01JUN12,08MAY19,15JAN12,08MAY19,08MAY19,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,final_action,4th,C,C,08NOV17,C,01APR20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,final_action,Certain Religious Workers,C,C,08NOV17,C,01APR20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,final_action,"5th Unreserved (including C5, T5, I5, R5)",C,22NOV15,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,final_action,5th Set Aside: Rural (20%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,final_action,5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,final_action,5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,dates_for_filing,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,dates_for_filing,2nd,C,01MAY19,C,01JAN15,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,dates_for_filing,3rd,C,01APR18,C,22JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,dates_for_filing,Other Workers,C,01AUG15,C,22JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,dates_for_filing,4th,C,C,08DEC17,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,dates_for_filing,Certain Religious Workers,C,C,08DEC17,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,dates_for_filing,"5th Unreserved (including C5, T5, I5, R5)",C,22DEC15,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,dates_for_filing,5th Set Aside: (Rural - 20%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,dates_for_filing,5th Set Aside: (High Unemployment - 10%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-july-2022.html,2022,July,dates_for_filing,5th Set Aside: (Infrastructure - 2%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,final_action,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,final_action,2nd,C,01MAR19,C,01SEP14,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,final_action,3rd,C,22MAR18,C,15JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,final_action,Other Workers,08MAY19,01JUN12,08MAY19,15JAN12,08MAY19,08MAY19,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,final_action,4th,C,C,01MAY17,C,01APR20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,final_action,Certain Religious Workers,C,C,01MAY17,C,01APR20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,final_action,"5th Unreserved (including C5, T5, I5, R5)",C,22NOV15,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,final_action,5th Set Aside: Rural (20%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,final_action,5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,final_action,5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,dates_for_filing,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,dates_for_filing,2nd,C,01APR19,C,01DEC14,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,dates_for_filing,3rd,C,01APR18,C,22JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,dates_for_filing,Other Workers,C,01AUG15,C,22JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,dates_for_filing,4th,C,C,15JUN17,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,dates_for_filing,Certain Religious Workers,C,C,15JUN17,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,dates_for_filing,"5th Unreserved (including C5, T5, I5, R5)",C,22DEC15,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,dates_for_filing,5th Set Aside: (Rural - 20%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,dates_for_filing,5th Set Aside: (High Unemployment - 10%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-june-2022.html,2022,June,dates_for_filing,5th Set Aside: (Infrastructure - 2%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-march-2022.html,2022,March,final_action,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-march-2022.html,2022,March,final_action,2nd,C,01MAR19,C,01MAY13,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-march-2022.html,2022,March,final_action,3rd,C,22MAR18,C,15JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-march-2022.html,2022,March,final_action,Other Workers,C,01MAY12,C,15JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-march-2022.html,2022,March,final_action,4th,C,C,01MAY17,C,01APR20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-march-2022.html,2022,March,final_action,Certain Religious Workers,U,U,U,U,U,U,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-march-2022.html,2022,March,final_action,5th Non-Regional Center (C5 and T5),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-march-2022.html,2022,March,final_action,5th Regional Center (I5 and R5),U,U,U,U,U,U,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-march-2022.html,2022,March,dates_for_filing,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-march-2022.html,2022,March,dates_for_filing,2nd,C,01APR19,C,01SEP13,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-march-2022.html,2022,March,dates_for_filing,3rd,C,01APR18,C,22JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-march-2022.html,2022,March,dates_for_filing,Other Workers,C,01JUL15,C,22JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-march-2022.html,2022,March,dates_for_filing,4th,C,C,15JUN17,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-march-2022.html,2022,March,dates_for_filing,Certain Religious Workers,C,C,15JUN17,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-march-2022.html,2022,March,dates_for_filing,5th Non-Regional Center (C5 and T5),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-march-2022.html,2022,March,dates_for_filing,5th Regional Center (I5 and R5),C,15DEC15,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,final_action,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,final_action,2nd,C,01MAR19,C,01SEP13,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,final_action,3rd,C,22MAR18,C,15JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,final_action,Other Workers,C,01JUN12,C,15JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,final_action,4th,C,C,01MAY17,C,01APR20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,final_action,Certain Religious Workers,C,C,01MAY17,C,01APR20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,final_action,"5th Unreserved (C5, T5, and all others)",C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,final_action,5th Unreserved (I5 and R5),C,22NOV15,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,final_action,5th Set Aside: Rural (20%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,final_action,5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,final_action,5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,dates_for_filing,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,dates_for_filing,2nd,C,01APR19,C,01DEC14,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,dates_for_filing,3rd,C,01APR18,C,22JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,dates_for_filing,Other Workers,C,01AUG15,C,22JAN12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,dates_for_filing,4th,C,C,15JUN17,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,dates_for_filing,Certain Religious Workers,C,C,15JUN17,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,dates_for_filing,"5th Unreserved (C5, T5, and all others)",C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,dates_for_filing,5th Unreserved (I5 and R5),C,15DEC15,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,dates_for_filing,5th Set Aside: (Rural - 20%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,dates_for_filing,5th Set Aside: (High Unemployment - 10%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-may-2022.html,2022,May,dates_for_filing,5th Set Aside: (Infrastructure - 2%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,final_action,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,final_action,2nd,C,08JUN19,C,01APR12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,final_action,3rd,C,15JUN18,C,01APR12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,final_action,Other Workers,01JUN20,01DEC12,01JUN20,01APR12,01JUN20,01JUN20,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,final_action,4th,C,C,15MAR18,C,15SEP20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,final_action,Certain Religious Workers,C,C,15MAR18,C,15SEP20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,final_action,"5th Unreserved (including C5, T5, I5, R5)",C,22MAR15,C,08NOV19,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,final_action,5th Set Aside: Rural (20%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,final_action,5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,final_action,5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,dates_for_filing,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,dates_for_filing,2nd,C,08JUL19,C,01MAY12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,dates_for_filing,3rd,C,15JUL18,C,01JUL12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,dates_for_filing,Other Workers,08SEP22,01NOV15,08SEP22,01JUL12,08SEP22,08SEP22,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,dates_for_filing,4th,C,C,15APR18,C,15OCT20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,dates_for_filing,Certain Religious Workers,C,C,15APR18,C,15OCT20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,dates_for_filing,"5th Unreserved (including C5, T5, I5, R5)",C,01JAN16,C,08DEC19,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,dates_for_filing,5th Set Aside: (Rural - 20%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,dates_for_filing,5th Set Aside: (High Unemployment - 10%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-november-2022.html,2022,November,dates_for_filing,5th Set Aside: (Infrastructure - 2%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,final_action,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,final_action,2nd,C,08JUN19,C,01APR12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,final_action,3rd,C,15JUN18,C,01APR12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,final_action,Other Workers,01JUN20,01SEP12,01JUN20,01APR12,01JUN20,01JUN20,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,final_action,4th,C,C,15MAR18,C,15SEP20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,final_action,Certain Religious Workers,U,U,U,U,U,U,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,final_action,"5th Unreserved (including C5, T5, I5, R5)",C,22MAR15,C,08NOV19,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,final_action,5th Set Aside: Rural (20%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,final_action,5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,final_action,5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,dates_for_filing,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,dates_for_filing,2nd,C,08JUL19,C,01MAY12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,dates_for_filing,3rd,C,15JUL18,C,01JUL12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,dates_for_filing,Other Workers,08SEP22,01NOV15,08SEP22,01JUL12,08SEP22,08SEP22,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,dates_for_filing,4th,C,C,15APR18,C,15OCT20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,dates_for_filing,Certain Religious Workers,C,C,15APR18,C,15OCT20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,dates_for_filing,"5th Unreserved (including C5, T5, I5, R5)",C,01JAN16,C,08DEC19,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,dates_for_filing,5th Set Aside: (Rural - 20%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,dates_for_filing,5th Set Aside: (High Unemployment - 10%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-october-2022.html,2022,October,dates_for_filing,5th Set Aside: (Infrastructure - 2%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,final_action,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,final_action,2nd,C,01APR19,C,01DEC14,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,final_action,3rd,C,22APR18,C,15FEB12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,final_action,Other Workers,08MAY19,01JUN12,08MAY19,15FEB12,08MAY19,08MAY19,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,final_action,4th,C,C,08NOV17,C,01APR20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,final_action,Certain Religious Workers,C,C,08NOV17,C,01APR20,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,final_action,"5th Unreserved (including C5, T5, I5, R5)",C,22DEC15,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,final_action,5th Set Aside: Rural (20%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,final_action,5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,final_action,5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,dates_for_filing,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,dates_for_filing,2nd,C,01MAY19,C,01JAN15,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,dates_for_filing,3rd,C,22MAY18,C,22FEB12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,dates_for_filing,Other Workers,C,01AUG15,C,22FEB12,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,dates_for_filing,4th,C,C,08DEC17,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,dates_for_filing,Certain Religious Workers,C,C,08DEC17,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,dates_for_filing,"5th Unreserved (including C5, T5, I5, R5)",C,01JAN16,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,dates_for_filing,5th Set Aside: (Rural - 20%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,dates_for_filing,5th Set Aside: (High Unemployment - 10%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2022/visa-bulletin-for-september-2022.html,2022,September,dates_for_filing,5th Set Aside: (Infrastructure - 2%),C,C,C,C,C,C,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,final_action,1st,C,01FEB22,,01FEB22,C,C,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,final_action,2nd,01JUL22,08JUN19,,01JAN11,01JUL22,01JUL22,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,final_action,3rd,C,01NOV18,,15JUN12,C,C,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,final_action,Other Workers,01JAN20,01OCT14,,15JUN12,01JAN20,01JAN20,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,final_action,4th,01SEP18,01SEP18,,01SEP18,01SEP18,01SEP18,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,final_action,Certain Religious Workers,01SEP18,01SEP18,,01SEP18,01SEP18,01SEP18,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,final_action,"5th Unreserved (including C5, T5, I5, R5)",C,08JUL15,,01JUN18,C,C,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,final_action,5th Set Aside: Rural (20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,final_action,5th Set Aside: High Unemployment (10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,final_action,5th Set Aside: Infrastructure (2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,dates_for_filing,1st,C,01JUN22,,01JUN22,C,C,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,dates_for_filing,2nd,01DEC22,08JUL19,,01MAY12,01DEC22,01DEC22,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,dates_for_filing,3rd,C,01FEB19,,01AUG12,C,C,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,dates_for_filing,Other Workers,01FEB20,01NOV15,,01AUG12,01FEB20,01FEB20,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,dates_for_filing,4th,01OCT18,01OCT18,,01OCT18,01OCT18,01OCT18,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,dates_for_filing,Certain Religious Workers,01OCT18,01OCT18,,01OCT18,01OCT18,01OCT18,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,dates_for_filing,"5th Unreserved (including C5, T5, I5, R5)",C,01JAN16,,08DEC19,C,C,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,dates_for_filing,5th Set Aside: (Rural - 20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,dates_for_filing,5th Set Aside: (High Unemployment - 10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-april-2023.html,2023,April,dates_for_filing,5th Set Aside: (Infrastructure - 2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-august-2023.html,2023,August,final_action,1st,01AUG23,01FEB22,,01JAN12,01AUG23,01AUG23,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-august-2023.html,2023,August,final_action,2nd,01APR22,08JUL19,,01JAN11,01APR22,01APR22,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-august-2023.html,2023,August,final_action,3rd,01MAY20,01JUN19,,01JAN09,01MAY20,01MAY20,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-august-2023.html,2023,August,final_action,Other Workers,01MAY20,01SEP15,,01JAN09,01MAY20,01MAY20,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-august-2023.html,2023,August,final_action,4th,01SEP18,01SEP18,,01SEP18,01SEP18,01SEP18,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-august-2023.html,2023,August,final_action,Certain Religious Workers,01SEP18,01SEP18,,01SEP18,01SEP18,01SEP18,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-august-2023.html,2023,August,final_action,"5th Unreserved (including C5, T5, I5, R5)",C,08SEP15,,01APR17,C,C,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-august-2023.html,2023,August,final_action,5th Set Aside: Rural (20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2023/visa-bulletin-for-august-2023.html,2023,August,final_action,5th Set Aside: High Unemployment (10%),C,C,,C,C,C,
